,FACILITY_ID,FACILITY_NAME,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,STREET_UNIT,PHONE,EXT,SECOND_PHONE,SECOND_EXT,ADDRESS_KEY,ADDRESS_ID,DAYS_OF_OPERATION,HMCD_CATEGORY,HOURS_OF_OPERATION,CROSS_REF,FACILITY_OWNER_ID,PROPERTY_OWNER_ID,EMPLOYEES,BUS_NAME,IS_LAND_TRUST,SITE_ADDRESS,ADDRESS2,CROSS_STREET,CITY,STATE,ZIP,CENSUS,DISTRICT,LOCATION,CITY_CODE,MADDRESS1,MADDRESS2,MCAREOF,MCITY,MSTATE,MZIP,UPDATE_ACCT_REC,ACCTREC_ADDR,APN,SIC_CODE,AID,KEY1,KEY2,COMMENT1,DATE1,COMMENT2,CODE_1,BUS_CODE,CODE_2,BUS_TYPE,CODE_3,NOB,HMIRRP_DATE,WATER,PROCESS_EMITTENTS,STACK,GAS_EMISSIONS,PROGRAM,HAZMAT,PERMIT,EMISSION_FACTORS,CDS,SOURCE_TEST_DATA,CROP,WATER_WELL_PERMIT,COMPLAIN,SERVICE_REQUEST,ONSITE,SEPTIC,JURISDICTION,DATE_CERTIFIED,OWNER_SWITCH_DATE,SIGNATURE_OF_OWNER,ENTERED_DATE,ENTERED_BY,UPDATE_DATE,UPDATE_BY,MCOUNTRY_CODE,UDF_LATITUDE_OLD,UDF_LONGITUDE_OLD,LAST_TOUCHED,owner_id,code,city_name,status,ADDITION,BLOCK,LOT,SPLIT,FAX,EMAIL,NOTIFICATION_STATUS,PERMIT_STATUS_FACILITY,PERMIT_STATUS_INTERIM,PERMIT_STATUS_STANDARD,PERMIT_STATUS_VARIANCE,PERMIT_STATUS_CONSENT,CERT_NAME,CERT_TITLE,CERT_DATE,HYPHEN_FRACTION,POST_DIRECTIONAL,STREET_UNIT_TYPE,TEMP_FACILITY_ID,BFS_LAST_TOUCHED,IS_SHORT_REVIEW_PERIOD,REQUEST_REASON,IS_ALL_ONE_UNIT,IS_ALL_PLOT_PLAN,IS_PBRCA_CLOSURE_FINANCIAL,IS_PBRCA_SELF_CERTIFIED,IS_PBRCA_OTHER,IS_PBRCA_PRIOR_HISTORY,IS_PBR_TANK,IS_PBR_NOTIFY_AGENCY,IS_PBR_NOTIFY_OWNER,CONTRIBUTOR,CROSS_REF2,GIS_LATITUDE,GIS_LONGITUDE,GIS_ELEVATION,IS_NON_SMOKING,CONSOLIDATE_NRT,FAX_EXT,NAICS_CODE,SWIS_NUMBER,COUNTRY_CODE,OID,CERS_ID,CUPA_FACILITY_ID,IS_TEAM_CANDIDATE,SITE_ADDRESS_SUPPLEMENTAL,HORIZONTAL_ACCURACY_MEASURE,HORIZONTAL_COLLECTION_METHOD,GEOGRAPHIC_REFERENCE_POINT,HORIZONTAL_REFERENCE_DATUM,ORGANIZATION_CODE,ORGANIZATION_NAME,DATA_COLLECTION_DATE,FACILITY_STATUS,UDF_RESULTCODE,UDF_MATCHCODE,UDF_LOCATIONCO,GEOCODESTATE,UDF_WELL_PWSID
28,FA0000032,Four Aces Bingo,16000.0,E,Colfax,Ave,,3033667882.0,,,,  16000EColfaxAveAurora,9737,,,,,OW0000057,,,,N,16000 E Colfax Ave ,16000 E Colfax Avenue ,,Aurora,CO,80011,24,3.0,,,16000 E Colfax Avenue,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.74007,-104.801926,,,,,,,,40ECC087-7D61-4024-9B2B-EB7094FBCAB9,,,N,,,,,,,,,Inactive,S5HPNTSCZA,S80,AS0,,
29,FA0000033,4Gs Cafe South,5950.0,S,Platte Canyon,Rd,,3037304650.0,,,,   5950SPlatte CanyonRdLittleton,6248,,,,,OW0000059,,,,N,5950 S Platte Canyon Rd ,5950 S Platte Canyon Road,,Littleton,CO,80123,13,3.0,,,5950 S Platte Canyon Road,,,Littleton,CO,80123,,O,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,4gssouth@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.608685,-105.037796,,,,,,,,18D9CB1B-0BA1-4F44-AF09-4B593238C08E,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
30,FA0000034,Players Club,6710.0,,Federal,Blvd,,3034266996.0,,,,   6710FederalBlvdDenver,9736,,,,,OW0000065,,,,N,6710 Federal Blvd ,,,Denver,CO,80221,52,1.0,,,6710 Federal Blvd,,,Denver,CO,80221,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884968,-105.02018,,,,,,,,5FC194C7-9BF5-47CE-8D19-762A0E0BF9B1,,,N,,,,,,,,,Active,,,,,
31,FA0000035,Saigon Basil,10665.0,,Melody,Dr,,7205023040.0,,,,  10665MelodyDrNorthglenn,9735,,,,,OW0000069,,,,N,10665 Melody Dr ,,,Northglenn,CO,80234,53,1.0,,,10665 Melody Dr,,,Northglenn,CO,80234,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-11-27 00:00:00.000,NZAVISHLAK,,,,2017-11-27 09:43:46.760,,,,,,,,,,trthtrth@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91415,-104.973694,,,,,,,,8CE05BCF-1A43-4C7E-BEAE-9F4A8856CCE3,,,N,,,,,,,,,Active,,,,,
32,FA0000036,Firehouse Subs,10060.0,,Grant,St,,3037368066.0,,,,  10060GrantStThornton,9734,,,,,OW0000070,,,,N,10060 Grant St ,10060 Grant Street,,Thornton,CO,80233,52,1.0,,,10060 Grant Street,,,Thornton,CO,80233,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.890648,-105.037949,,,,,,,,CDF9F767-4FE6-41A9-BDB5-658DA84DD342,,,N,,,,,,,,,Active,,,,,
33,FA0000037,El Senor Sol,5117.0,S,Yosemite,St,,3037713006.0,,,,   5117SYosemiteStGreenwood Village,9733,,,,,OW0000074,,,,N,5117 S Yosemite St ,5117 S Yosemite Street,,Greenwood Village,CO,80111,12,3.0,,,5117 S Yosemite Street,,,Greenwood Village,CO,80111,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.623211,-104.885429,,,,,,,,D303D6CA-A657-42F6-8FC9-ED2E42C24654,,,N,,,,,,,,,Inactive,S5HPNTSCZA,S80,AS0,,
34,FA0000038,Elite Nutrition,6554.0,S,Parker,Rd,110,3039531044.0,,,,   6554SParkerUnitRd110Aurora,9732,,,,,OW0000081,,,,N,6554 S Parker Rd Unit 110,"6554 S Parker Road, #110",,Aurora,CO,80016,16,3.0,,,6554 S Parker Road,#110,,Aurora,CO,80016,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7202871534.0,johnekropp@hotmail.com,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.598354,-104.803925,,,,,,,,D93D35C4-1B34-4307-8358-57E08AE3F26F,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
35,FA0000039,Seven Eleven 39214A,6802.0,S,Yosemite,St,,3037411784.0,,,,   6802SYosemiteStCentennial,9731,,,,,OW0000082,,,,N,6802 S Yosemite St ,6802 S Yosemite Street,,Centennial,CO,80112,14,3.0,,,6802 S Yosemite Street,,,Centennial,CO,80112,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,21broker@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.592194,-104.887383,,,,,,,,9DBF7E48-CF8A-4133-9F66-75D21205ED42,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
36,FA0000040,Lowell Mart,6855.0,,Lowell,Blvd,,7205403379.0,,,,   6855LowellBlvdWestminster,9730,,,,,OW0000083,,,,N,6855 Lowell Blvd ,,,Westminster,CO,80221,52,1.0,,,6855 Lowell Blvd,,,Westminster,CO,80030,,O,,,,,,,,,72.0,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91399,-105.047501,,,,,,,,7FA4ADF3-5761-4A07-A192-1EAC59BDE01F,,,N,,,,,,,,,Active,,,,FailedGeocoding,
37,FA0000041,Seven Eleven 16094,1120.0,S,Parker,Rd,,3037509684.0,,,,   1120SParkerRdDenver,9729,,,,,OW0000086,,,,N,1120 S Parker Rd ,1120 S Parker Road,,Denver,CO,80231,12,3.0,,,1120 S Parker Road,,,Denver,CO,80231,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.696091,-104.896858,,,,,,,,79FE2A2C-C729-45AF-B67C-E8EA02F11914,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
38,FA0000042,Seven Eleven 20910S,15101.0,E,Hampden,Ave,,3037452945.0,,,,  15101EHampdenAveAurora,9728,,,,,OW0000086,,,,N,15101 E Hampden Ave ,15101 E Hampden Avenue,,Aurora,CO,80014,28,3.0,,,15101 E Hampden Avenue,,,Aurora,CO,80014,,O,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6531878143,-104.8119504764,,,,,,,,3468415E-1706-46BC-AFE1-F70B05E8AD5B,,,N,,,,,,,,,Inactive,,,,,
39,FA0000043,Seven Eleven 26682A,14593.0,E,Mississippi,Ave,,3036951280.0,,,,  14593EMississippiAveAurora,9727,,,,,OW0013610,,,,N,14593 E Mississippi Ave ,14593 E Mississippi Avenue,,Aurora,CO,80012,25,3.0,,,14593 E Mississippi Ave,14593 E Mississippi Avenue,,Aurora,CO,80012,,O,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,6.0,,2017-09-22 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,kuldipsingh2430@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.696728,-104.81797,,,,,,,,72742318-C4D4-4BDB-A966-79BC6C15CFAB,,,N,,,,,,,,,Inactive,S5HPNTSCZA,S80,AS0,,
40,FA0000044,Seven Eleven 27022A,650.0,E,64th,Ave,,3032881107.0,,,,    650E64thAveDenver,11386,,,,,OW0000086,,,,N,650 E 64th Ave ,650 E 64th Avenue,,Denver,CO,80229,50,1.0,,,650 E 64th Avenue,,,Denver,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.840828,-105.053185,,,,,,,,827B855F-40CC-4AF2-B630-E3560FF40384,,,N,,,,,,,,,Active,,,,,
41,FA0000045,Seven Eleven 34441A,13697.0,E,Iliff,Ave,1,3036712598.0,,,,  13697EIliffUnitAve1Aurora,9725,,,,,OW0011358,,,,N,13697 E Iliff Ave Unit 1,"13697 E Iliff Avenue, Unit 1",,Aurora,CO,80014,29,3.0,,,13697 E Iliff Avenue,Unit 1,,Aurora,CO,80014,,M,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,6.0,,2015-01-15 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.675022,-104.830757,,,,,,,,7F834B3A-CCF5-4265-A08E-00647C9B8D07,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
42,FA0000046,Seven Eleven 34726H,2295.0,S,Chambers,Rd,,3037409333.0,,,,   2295SChambersRdAurora,9724,,,,,OW0000086,,,,N,2295 S Chambers Rd ,2295 S Chambers Road,,Aurora,CO,80014,29,3.0,,,2295 S Chambers Road,,,Aurora,CO,80014,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7207475347.0,melynda.mcveigh@7-11.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.674984,-104.810089,,,,,,,,ADAC6863-F2D5-4176-956C-43B7766C0208,,,N,,,,,,,,,Inactive,S5HPNTSCZA,S80,AS0,,
43,FA0000047,Seven Eleven 35622H,6630.0,S,Yosemite,St,,3037409333.0,,,,   6630SYosemiteStGreenwood Village,9723,,,,,OW0000086,,,,N,6630 S Yosemite St ,6630 S Yosemite Street,,Greenwood Village,CO,80112,11,3.0,,,6630 S Yosemite Street,,,Greenwood Village,CO,80112,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,melynda.mcveigh@7-11.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.596069,-104.888763,,,,,,,,0AC8EDD8-3ECB-43A0-B339-5B0F84DACCA3,,,N,,,,,,,,,Active,S5HPNTSC-A,S90,AS0,,
44,FA0000048,Seven Eleven 39034A,4601.0,S,Santa Fe,Dr,,3037614068.0,,,,   4601SSanta FeDrEnglewood,9722,,,,,OW0000086,,,,N,4601 S Santa Fe Dr ,4601 S Santa Fe Drive,,Englewood,CO,80110,10,3.0,,,4601 S Santa Fe Drive,,,Englewood,CO,80110,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,Tammy53@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.632233,-105.008789,,,,,,,,84FFA231-91D7-432C-B67C-3E0998303504,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
45,FA0000049,Seven Eleven 39302A,8808.0,S,Colorado,Blvd,,3038812754.0,,,,   8808SColoradoBlvdLittleton,9721,,,,,OW0000086,,,,N,8808 S Colorado Blvd ,,,Littleton,CO,80126,38,18.0,,,8808 S Colorado Blvd,,,Littleton,CO,80126,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,7.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5561495536,-104.9419048198,,,,,,,,DC6A167F-A948-4C64-822B-AE397CD9E53D,,,N,,,,,,,,,Inactive,,,,,
46,FA0000050,Seven Eleven Eaglecrest High,5100.0,S,Piccadilly,St,,3037402945.0,,,,   5100SPiccadillyStAurora,11589,,,,,OW0000088,,,,N,5100 S Piccadilly St ,5100 S Piccadilly Street,,Aurora,CO,80015,63,3.0,,,5100 S Piccadilly Street,,,Aurora,CO,80015,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6252104117,-104.7382044409,,,,,,,,487F2F6A-BC6F-4C34-A5FE-9B296D5CA142,,,N,,,,,,,,,Active,,,,,
47,FA0000051,My Bar,10139.0,E,Colfax,Ave,,3033670426.0,,,,  10139EColfaxAveAurora,9720,,,,,OW0000092,,,,N,10139 E Colfax Ave ,10139 E Colfax Avenue ,,Aurora,CO,80010,30,1.0,,,10139 E Colfax Avenue,,,Aurora,CO,80010,,,,,,,,,,,12.0,,12.0,,16,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-11-01 00:00:00.000,LSAENZ,,,,2017-11-01 11:32:24.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.740257,-104.870049,,,,,,,,8F2F0F4E-385E-4D85-AD9D-D22A9A315D88,,,N,,,,,,,,,Inactive,S5HPNTSCZA,S80,AS0,,
48,FA0000052,Legends of Aurora,13690.0,E,Iliff,Ave,J,3036710560.0,,,,  13690EIliffUnitAveJAurora,9719,,,,,OW0000095,,,,N,13690 E Iliff Ave Unit J,"13690 E Iliff Avenue , Unit J",,Aurora,CO,80014,29,3.0,,,13690 E Iliff Avenue,Unit J,,Aurora,CO,80014,,,,,,,,,,,,,12.0,,16,,,,,,,1.0,,,,,,,,3.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,legends.aurora@att.net,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.674778,-104.832199,,,,,,,,7007CB13-AAF3-4FAA-B0CF-4CD4CCCD1308,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
49,FA0000053,Dairy Queen 22,7960.0,,Sheridan,Blvd,,3034274270.0,,,,   7960SheridanBlvdWestminster,9718,,,,,OW0000097,,,,N,7960 Sheridan Blvd ,,,Westminster,CO,80030,52,1.0,,,7960 Sheridan Blvd,,,Westminster,CO,80030,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,2.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,ballporcupine@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.964096,-104.993683,,,,,,,,937DDB98-7F28-48E2-B457-DA91E5049A5A,,,N,,,,,,,,,Active,,,,,
50,FA0000054,Vibra Hospital of Denver,8451.0,,Pearl,St,,3032861253.0,,,,   8451PearlStThornton,9717,,,,,OW0000100,,,,N,8451 Pearl St ,,,Thornton,CO,80229,55,1.0,,,8451 Pearl St,,,Thornton,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.921749,-104.845078,,,,,,,,456CB447-21CB-4D36-A63D-87C3328FB8BD,,,N,,,,,,,,,Active,,,,,
51,FA0000055,Lodos Bar and Grill Highlands Ranch,8545.0,S,Quebec,St,,3033462930.0,,,,   8545SQuebecStHighlands Ranch,9716,,,,,OW0000101,,,,N,8545 S Quebec St ,,,Highlands Ranch,CO,80130,38,18.0,,,8545 S Quebec St,,,Highlands Ranch,CO,80130,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,7.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5626507275,-104.9045858686,,,,,,,,D12CF2BA-BC96-4197-876E-14C6CDC75D8C,,,N,,,,,,,,,Active,,,,,
52,FA0000056,Anas Mexican Grill,2821.0,W,120th,Ave,100,3034656472.0,,,,   2821W120thUnitAve100Westminster,11080,,,,,OW0000106,,,,N,2821 W 120th Ave Unit 100,2821 W 120th Ave,,Westminster,CO,80234,50,1.0,,,2821 W 120th Ave Unit 100,2821 W 120th Ave,,Westminster,CO,80234,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,anasmexgrill@gmail.com,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.82719,-105.02607,,,,,,,,D48A5517-2EDD-405A-9849-7439D99DA19E,,,N,,,,,,,,,Active,,,,,
53,FA0000057,Farm Fresh Milk Store,250.0,E,Dry Creek,Rd,201,3037301991.0,,,,    250EDry CreekRd201Littleton,13482,,,,,OW0012441,,,,N,250 E Dry Creek Rd 201,250 E Dry Creek Road,,Littleton,CO,80122,14,3.0,,,250 E Dry Creek Rd 201,250 E Dry Creek Road,,Littleton,CO,80122,,O,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,1.0,,,,2.0,,2016-08-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,fazalfaizi57@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.580555,-104.985527,,,,,,,,F83E919E-FD77-48EC-9648-C9FD22173423,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
54,FA0000058,A and A Sandwich Company,4695.0,S,Windermere,St,,3039345847.0,,,,   4695SWindermereStEnglewood,9713,,,,,OW0000109,,,,N,4695 S Windermere St ,4695 S Windermere Street,,Englewood,CO,80110,10,3.0,,,4695 S Windermere Street,,,Englewood,CO,80110,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,1.0,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,aasandwich@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.631393,-105.006638,,,,,,,,9D5D7A57-F407-4005-B179-054CA1A69C53,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
55,FA0000059,A and A Trading Post Ace Hardware,4509.0,S,Broadway,,,3037610747.0,,,,   4509SBroadwayEnglewood,9712,,,,,OW0000110,,,,N,4509 S Broadway ,,,Englewood,CO,80113,63,3.0,,,4509 S Broadway,,,Englewood,CO,80113,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6346107274,-104.9879165845,,,,,,,,5A28EA4F-08DC-46E3-92AD-81FC1FB638F5,,,N,,,,,,,,,Active,,,,,
56,FA0000060,Do not use Duplicate - Brighton Hampton Inn,992.0,,Platte River,Blvd,,3036548055.0,,,,    992Platte RiverBlvdBrighton,9711,,,,,OW0000115,,,,N,992 Platte River Blvd ,,,Brighton,CO,80601,52,1.0,,,992 Platte River Blvd,,,Brighton,CO,80601,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,aaamotel@comcast.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.937698,-104.997818,,,,,,,,DC9B8A75-ACFF-4EE2-8997-ED808F062CDC,,,N,,,,,,,,,Active,,,,,
57,FA0000061,Hampton Inn Brighton,992.0,,Platte River,Blvd,,3036548055.0,,,,    992Platte RiverBlvdBrighton,9711,,,,,OW0000115,,,,N,992 Platte River Blvd ,,,Brighton,CO,80601,53,1.0,,,992 Platte River Blvd,,,Brighton,CO,80601,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.937992,-104.94577,,,,,,,,05A6E990-AFE0-4190-8AEB-EF33D82918F6,,,N,,,,,,,,,Active,,,,,
58,FA0000062,Sheabeen Irish Pub,2300.0,S,Chambers,Rd,A,3036966131.0,,,,   2300SChambersUnitRdAAurora,9710,,,,,OW0000117,,,,N,2300 S Chambers Rd Unit A,"2300 S Chambers Road, Unit A & B",,Aurora,CO,80013,26,3.0,,,2300 S Chambers Road,Unit A & B,,Aurora,CO,80013,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,andyschmidt3@comcast.net,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.674664,-104.809753,,,,,,,,EF66BAD2-06D6-44AD-BAE4-B6288E03CF2F,,,N,,,,,,,,,Active,S5HPNTSC-A,S90,AS0,,
59,FA0000063,Marble Slab Creamery and Subway,12501.0,E,17th,Ave,D,3033607120.0,,,,  12501E17thUnitAveDAurora,11479,,,,,OW0000119,,,,N,12501 E 17th Ave Unit D,"12501 E 17th St, Unit D",,Aurora,CO,80045,30,1.0,,,12501 E 17th St,Unit D,,Aurora,CO,80045,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,2.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,paresh.patel2527@gmail.com,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.743641,-104.84333,,,,,,,,70E44AAE-1251-439A-8E7D-64D7F0D0EF85,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
